Product Name,Sales,Profit
Xerox 1915,309.89,140.266
"Recycled Data-Pak for Archival Bound Computer Printouts, 12-1/2 x 12-1/2 x 16",309.542,69.153
Hon 4060 Series Tables,307.89,24.0714
Blue Parrot B250XT Professional Grade Wireless Bluetooth Headset with,307.459,31.87075
Office Star - Contemporary Task Swivel Chair,307.04466666666667,25.895333333333337
Riverside Furniture Stanwyck Manor Table Series,305.97333333333336,-138.64416666666668
Xblue XB-1670-86 X16 Small Office Telephone - Titanium,302.376,66.14475
Office Star - Task Chair with Contemporary Loop Arms,300.23400000000004,23.6548
Lexmark 20R1285 X6650 Wireless All-in-One Printer,300.0,109.2
Harbour Creations Steel Folding Chair,298.640625,42.046875
"Global Wood Trimmed Manager's Task Chair, Khaki",297.6345714285714,-35.9371
Xerox 189,297.075,124.42200000000001
O'Sullivan Living Dimensions 2-Shelf Bookcases,297.0059,-7.8637
Bevis Steel Folding Chairs,295.84583333333336,19.509833333333333
Logitech Gaming G510s - Keyboard,295.34024999999997,84.56505
Global Highback Leather Tilter in Burgundy,294.201,5.459399999999999
"Plantronics CS 50-USB - headset - Convertible, Monaural",293.7384,35.62938
Honeywell Quietcare HEPA Air Cleaner,293.62666666666667,91.62725
"Mini 13-1/2 Capacity Data Binder Rack, Pearl",293.14880000000005,57.5828
Hon 2111 Invitation Series Straight Table,291.4362857142857,-16.472485714285714
Fellowes Econo/Stor Drawers,290.79,-28.1097
"SAFCO Commercial Wire Shelving, 72h",289.05280000000005,-4.8991999999999996
Canon PC170 Desktop Personal Copier,287.91,33.5895
First Data TMFD35 PIN Pad,285.6,59.976
Kensington Expert Mouse Optical USB Trackball for PC or Mac,281.8036666666667,60.160333333333334
Hon Comfortask Task/Swivel Chairs,281.15066666666667,-6.078933333333334
HTC One,279.972,31.49685
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",279.06666666666666,24.418333333333337
Space Solutions Commercial Steel Shelving,278.91857142857145,-10.621071428571426
AT&T 1080 Corded phone,277.894,20.7442
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,274.4173333333334,-5.677600000000003
"Sauder Camden County Collection Libraries, Planked Cherry Finish",272.8311142857143,-11.169485714285713
Safco Industrial Wire Shelving,272.6116,-25.34136
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",270.54133333333334,-57.1826
NETGEAR N750 Dual Band Wi-Fi Gigabit Router,270.0,88.97142857142856
Razer Kraken PRO Over Ear PC and Music Headset,269.96625,59.9925
Xerox 1938,268.24,93.884
Recycled Steel Personal File for Standard File Folders,268.1565,63.5835
KI Conference Tables,267.60975,-59.90205
"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",267.358,35.49
Luxo Professional Combination Clamp-On Lamps,265.98,69.1548
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",264.901,42.306533333333334
"Hon Metal Bookcases, Putty",264.04560000000004,72.54155999999999
Mophie Juice Pack Helium for iPhone,263.96700000000004,33.5958
"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",262.94399999999996,69.3216
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,260.8256,-22.2656
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",260.52,72.9456
Logitech G700s Rechargeable Gaming Mouse,259.974,98.879
Bevis Round Conference Room Tables and Bases,259.9705,-19.7219
Logitech G13 Programmable Gameboard with LCD Display,259.9675,10.798649999999999
Logitech Wireless Performance Mouse MX for PC and Mac,257.1171428571428,71.13574285714286
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",255.346,-1.3481000000000003
Office Star Flex Back Scooter Chair with White Frame,253.66857142857143,-32.65982857142858
Tyvek Side-Opening Peel & Seel Expanding Envelopes,253.344,114.0048
KI Adjustable-Height Table,252.92449999999997,-13.804566666666666
"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",252.69549999999998,37.6355
Carina Double Wide Media Storage Towers in Natural & Black,252.38766666666666,-0.26993333333333336
AT&T CL2909,251.98,16.798666666666666
Panasonic KX T7736-B Digital phone,251.916,26.990999999999996
Bevis Rectangular Conference Tables,251.8155,-146.7099
Sauder Barrister Bookcases,251.57786666666667,-98.25573333333334
"Global Geo Office Task Chair, Gray",251.038,-23.71557142857143
"Eldon ""L"" Workstation Diamond Chairmat",250.734,-66.8624
Bush Mission Pointe Library,249.62026666666668,8.052266666666668
Belkin QODE FastFit Bluetooth Keyboard,247.8,8.0535
"Bush Westfield Collection Bookcases, Fully Assembled",245.54970000000003,12.285899999999998
Xerox 1908,244.71257142857144,114.1992
Rush Hierlooms Collection Rich Wood Bookcases,244.68959999999998,-35.4156
Xerox 1917,244.55,114.9385
Plantronics Voyager Pro HD - Bluetooth Headset,244.36239999999998,75.3884
"Bush Cubix Collection Bookcases, Fully Assembled",243.07799999999997,16.2052
"Global Push Button Manager's Chair, Indigo",242.88344444444445,31.527488888888893
"Situations Contoured Folding Chairs, 4/Set",242.7516,15.6156
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,240.1872,-51.31271999999999
RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97,2.3997
"Howard Miller 12"" Round Wall Clock",239.66899999999998,63.6498
"Leather Task Chair, Black",239.58066666666664,9.098
Panasonic KX TS3282W Corded phone,237.972,25.496999999999996
Bestar Classic Bookcase,237.226275,-76.61733749999999
Global Deluxe Office Fabric Chairs,236.75066666666666,38.232033333333334
SAFCO Folding Chair Trolley,235.10666666666668,50.44106666666667
"Deflect-o EconoMat Nonstudded, No Bevel Mat",234.14666666666668,41.32
"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",233.8377142857143,53.7096
Boston Heavy-Duty Trimline Electric Pencil Sharpeners,233.288,62.178
Electrix Fluorescent Magnifier Lamps & Weighted Base,231.89800000000002,36.5116
Logitech K350 2.4Ghz Wireless Keyboard,230.9328,9.4563
Novimex High-Tech Fabric Mesh Task Chair,230.685,-33.3606
AT&T 841000 Phone,230.65714285714284,23.657142857142855
"Fellowes Mobile File Cart, Black",230.06599999999997,48.5004
"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",229.975,-17.29412
"Padded Folding Chairs, Black, 4/Carton",228.7685,10.122499999999999
Airmail Envelopes,226.61100000000002,85.74848333333334
GBC DocuBind P50 Personal Binding Machine,226.48919999999998,56.9422
LG Electronics Tone+ HBS-730 Bluetooth Headset,226.13799999999998,33.325599999999994
Deflect-o Glass Clear Studded Chair Mats,225.62457142857141,45.480228571428576
"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",224.985,23.9984
Cisco 8961 IP Phone Charcoal,224.937,-164.9538
GBC ProClick Punch Binding System,224.844,80.3406
O'Sullivan 3-Shelf Heavy-Duty Bookcases,223.839,29.41884
Novimex Turbo Task Chair,223.58700000000002,-5.4418
Logitech G602 Wireless Gaming Mouse,222.19444444444446,57.2372888888889
Cisco Small Business SPA 502G VoIP phone,220.5255,14.616225
"Global Value Steno Chair, Gray",220.4862,24.5997
"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",220.36166666666668,28.707666666666668
"Safco Chair Connectors, 6/Carton",220.298,42.7128
Panasonic KX T7731-B Digital phone,219.97799999999998,25.3308
Xerox 1934,219.44159999999997,105.2424
Global Low Back Tilter Chair,218.36925000000002,-30.7989
"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf",217.728,-20.9664
RCA Visys Integrated PBX 8-Line Router,217.04760000000002,26.126099999999997
Executive Impressions Supervisor Wall Clock,216.81499999999997,66.518
"Bush Westfield Collection Bookcases, Dark Cherry Finish",216.45866666666666,-32.4688
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",215.64499999999998,82.603
GBC Recycled Regency Composition Covers,215.208,75.3228
Carina Media Storage Towers in Natural & Black,214.64960000000002,-24.392000000000003
Panasonic KX TS208W Corded phone,213.923,25.8014
Cisco SPA 501G IP Phone,213.48,16.011
O'Sullivan Cherrywood Estates Traditional Bookcase,212.45000000000002,13.596799999999998
"Belkin 19"" Center-Weighted Shelf, Gray",212.32799999999997,-11.796
Xerox 1945,212.12325,94.5331875
Plantronics 81402,211.168,28.045749999999998
Belkin 7 Outlet SurgeMaster II,210.55999999999997,58.956799999999994
Novimex Fabric Task Chair,210.04222222222222,-14.567444444444444
"Tenex ""The Solids"" Textured Chair Mats",209.87999999999997,-5.796685714285713
Balt Split Level Computer Training Table,208.125,-71.595
Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection,207.298,12.498850000000003
Global Enterprise Series Seating Low-Back Swivel/Tilt Chairs,207.184,25.898
Balt Solid Wood Rectangular Table,207.024125,-54.063625
Epson Perfection V600 Photo Scanner,206.991,-172.4925
Xerox 1888,205.27599999999998,89.87759999999999
"Carina 42""Hx23 3/4""W Media Storage Unit",204.4745,-13.7666
"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",203.66,91.64699999999999
Logitech G600 MMO Gaming Mouse,201.97475,67.59155
Pyle PRT45 Retro Home Telephone,201.568,22.6764
"Atlantic Metals Mobile 2-Shelf Bookcases, Custom Colors",200.0134,-56.6303
"Global Value Mid-Back Manager's Chair, Gray",197.89249999999998,19.78925
"Eureka Hand Vacuum, Bagless",197.72,55.3616
"Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock",197.37199999999999,74.79360000000001
Panasonic KX TS3282B Corded phone,196.77599999999998,14.7582
Cameo Buff Policy Envelopes,194.46875,79.0321
Logitech Wireless Headset H600 Over-The-Head Design,193.45499999999998,66.6345
Xerox 1885,192.16,92.2368
Computer Printout Paper with Letter-Trim Fine Perforations,191.6,91.968
"Logitech Wireless Boombox Speaker - portable - wireless, wired",191.52,74.48
Xerox 1914,191.26080000000002,84.74831999999999
Logitech Illuminated - Keyboard,189.96833333333333,85.98566666666666
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",189.80519999999999,49.514399999999995
Xerox 1891,188.65285714285713,77.55728571428571
Clarity 53712,188.07150000000001,17.1574
"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",187.8184,84.39632
Harbour Creations 67200 Series Stacking Chairs,187.73725000000002,31.85305
Steel Personal Filing/Posting Tote,187.4928,37.14346
Ibico Recycled Linen-Style Covers,187.488,65.6208
Office Star - Ergonomically Designed Knee Chair,187.41085714285714,-6.015657142857143
ClearSounds CSC500 Amplified Spirit Phone Corded phone,186.64,27.0628
Belkin F9M820V08 8 Outlet Surge,186.24666666666667,33.66766666666667
Advantus Rolling Drawer Organizers,185.98666666666668,38.8648
Xerox 1943,185.858,82.1688
Dana Halogen Swing-Arm Architect Lamp,185.73066666666668,48.07146666666667
Logitech Wireless Anywhere Mouse MX for PC and Mac,183.96933333333334,29.995
Cisco SPA508G,182.13240000000002,41.573699999999995
"Global Leather Task Chair, Black",181.104875,7.9866125
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",180.66,50.5848
KeyTronic 6101 Series - Keyboard - Black,180.356,63.534499999999994
Okidata B401 Printer,179.991,-251.9874
Plantronics Audio 478 Stereo USB Headset,179.964,57.210777777777786
Microsoft Arc Touch Mouse,179.85000000000002,45.562
Belkin 5 Outlet SurgeMaster Power Centers,177.6048,20.7024
Avaya 4621SW VoIP phone,177.48,19.9665
Global Deluxe Steno Chair,177.054,-21.63138
WD My Passport Ultra 500GB Portable External Hard Drive,177.0,30.09
Logitech Wireless Marathon Mouse M705,176.21475,69.361125
Recycled Steel Personal File for Hanging File Folders,175.5053333333333,25.27658333333333
"Global Armless Task Chair, Royal Blue",174.55525,-2.5916500000000005
Xerox 1919,173.97977777777777,81.06911111111111
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",173.678,49.0523
Space Solutions Industrial Galvanized Steel Shelving.,173.35999999999999,-6.8293333333333335
Samsung Rugby III,173.22375,28.70565
Xerox 1913,173.0976,75.00896
Xerox 1889,172.208,78.776
Cisco SPA112 2 Port Phone Adapter,172.17666666666665,29.123499999999996
Bionaire Personal Warm Mist Humidifier/Vaporizer,171.92999999999998,67.0527
Green Bar Computer Printout Paper,171.4752,76.17456
Tops White Computer Printout Paper,171.185,80.45695
Logitech Illuminated Ultrathin Keyboard with Backlighting,170.97,70.0977
Classic Ivory Antique Telephone ZL1810,170.833,20.098
Letter Size File,170.70999999999998,29.775
"Trav-L-File Heavy-Duty Shuttle II, Black",170.54542857142857,39.83542857142857
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",170.3635,64.04805
Fellowes Bankers Box Recycled Super Stor/Drawer,169.65142857142857,-4.3184000000000005
"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",169.46533333333332,75.62706666666666
WD My Passport Ultra 1TB Portable External Hard Drive,167.9,5.635000000000001
Xerox 197,167.292,65.058
Fellowes Command Center 5-outlet power strip,166.208,-19.504
Eldon Econocleat Chair Mats for Low Pile Carpets,165.88,19.9056
Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,165.48155555555556,28.368266666666667
Safco Industrial Shelving,165.424,-20.8257
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",164.54760000000002,62.35488
Clearsounds A400,162.77533333333335,-16.277533333333334
Panasonic KX-TG6844B Expandable Digital Cordless Telephone,162.14685714285716,10.746942857142857
"Hunt PowerHouse Electric Pencil Sharpener, Blue",161.79479999999998,44.8164
"File Shuttle II and Handi-File, Black",160.73542857142857,37.278999999999996
RCA ViSYS 25423RE1 Corded phone,159.984,13.9986
White Computer Printout Paper by Universal,159.885,68.45985
Safco Drafting Table,159.70499999999998,8.5176
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",158.97,-10.597999999999999
netTALK DUO VoIP Telephone Service,158.96971428571428,61.488285714285716
"Bush Westfield Collection Bookcases, Medium Cherry Finish",158.5430888888889,-2.2547777777777775
Hypercom P1300 Pinpad,158.4,39.33
AT&T SB67148 SynJ,158.376,29.91546666666667
"Strathmore #10 Envelopes, Ultimate White",158.13,77.4837
Eureka The Boss Cordless Rechargeable Stick Vac,158.03799999999998,40.189233333333334
Belkin 7 Outlet SurgeMaster Surge Protector with Phone Protection,157.92,17.766
Microsoft Sculpt Comfort Mouse,157.403,63.440599999999996
Xerox 1906,156.9485714285714,71.08251428571428
Avaya 5410 Digital phone,156.377,-2.7196000000000007
Tripp Lite TLP810NET Broadband Surge for Modem/Fax,156.308,21.747200000000003
"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",156.15599999999998,17.0352
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,155.97333333333333,-4.874166666666665
Ricoh - Ink Collector Unit for GX3000 Series Printers,155.215,12.305333333333332
Xerox 1918,155.04,75.9696
"SAFCO Mobile Desk Side File, Wire Frame",155.005,32.390699999999995
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,154.62800000000001,6.3317499999999995
Belkin F9G930V10-GRY 9 Outlet Surge,154.0224,32.515840000000004
Xerox 1940,153.888,69.7992
Case Logic 2.4GHz Wireless Keyboard,153.71925,-1.4997000000000007
Belkin 8 Outlet Surge Protector,153.3822857142857,26.929714285714287
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,153.3017142857143,29.466600000000003
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",152.73359999999997,-44.54729999999999
Logitech G105 Gaming Keyboard,151.9872,15.673680000000001
Fellowes 8 Outlet Superior Workstation Surge Protector,151.82440000000003,33.368
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",151.663,68.0434
Plantronics Cordless Phone Headset with In-line Volume - M214C,151.45000000000002,36.63925
Panasonic KX - TS880B Telephone,151.14,40.8078
"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",150.98833333333334,35.16166666666666
APC 7 Outlet Network SurgeArrest Surge Protector,150.9,10.059999999999997
Lexmark S315 Color Inkjet Printer,149.985,17.498250000000002
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",149.6765714285714,48.644885714285714
Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,149.60399999999998,-88.61160000000001
Grandstream GXP2100 Mainstream Business Phone,149.15550000000002,11.473500000000001
Imation Secure Drive + Hardware Encrypted USB flash drive - 16 GB,148.161,32.6714
Microsoft Wireless Mobile Mouse 4000,147.963,45.9885
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,147.5508,17.994
"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",147.2,22.425
Xerox 1960,146.63866666666667,55.764
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,145.66899999999998,14.33195
"Dana Fluorescent Magnifying Lamp, White, 36""",145.293,20.392
Xerox 1964,144.34879999999998,62.947039999999994
"Howard Miller 16"" Diameter Gallery Wall Clock",143.865,26.854799999999997
Avery 477,143.49099999999999,61.059999999999995
Panasonic KP-150 Electric Pencil Sharpener,143.412,31.7016
Tenex B1-RE Series Chair Mats for Low Pile Carpets,143.19485714285713,17.80082857142857
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",143.143,-1.6561999999999983
Tennsco Industrial Shelving,142.38244444444445,-12.064466666666668
Sanford 52201 APSCO Electric Pencil Sharpener,141.34650000000002,35.2342
Home/Office Personal File Carts,140.03314285714285,28.30457142857143
"Belkin 19"" Vented Equipment Shelf, Black",140.0256,-17.96652
Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,140.0,54.599999999999994
iHome FM Clock Radio with Lightning Dock,139.98,3.4995
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",139.98,60.1914
"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",139.96,9.797199999999998
Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,138.96,41.688
"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",138.30810000000002,38.12074
Jet-Pak Recycled Peel 'N' Seal Padded Mailers,138.1765,44.413875
Ibico Laser Imprintable Binding System Covers,137.55,17.292
Kensington SlimBlade Notebook Wireless Mouse with Nano Receiver ,137.4725,30.24395
"Metal Folding Chairs, Beige, 4/Carton",137.11759999999998,23.14708
Safco Steel Mobile File Cart,136.7104,24.1744
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",136.704,15.3792
"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",136.464,15.3522
Catalog Binders with Expanding Posts,136.242,-30.276000000000003
Belkin Premiere Surge Master II 8-outlet surge protector,136.024,7.911600000000001
Global Chrome Stack Chair,135.97733333333335,2.5138666666666665
Maxell LTO Ultrium - 800 GB,135.7515,19.5580125
O'Sullivan 5-Shelf Heavy-Duty Bookcases,135.201,-3.072749999999999
"Boston Model 1800 Electric Pencil Sharpener, Gray",135.12,36.595
Xerox 1935,134.538,59.7507
Hunt Boston Vacuum Mount KS Pencil Sharpener,134.3616,30.791200000000003
Grandstream GXP1160 VoIP phone,133.94866666666667,26.284266666666664
AT&T 17929 Lendline Telephone,133.9104,16.7388
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,133.1352,8.741200000000001
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote",132.78285714285715,24.180457142857144
Avery Arch Ring Binders,131.887,8.715000000000003
SanDisk Cruzer 64 GB USB Flash Drive,131.5591111111111,35.512888888888895
Xerox 1893,130.4227272727273,56.30535454545454
Xerox 1886,130.28799999999998,60.5456
"Seth Thomas 12"" Clock w/ Goldtone Case",130.22,44.2748
JBL Micro Wireless Portable Bluetooth Speaker,129.97833333333332,2.4995833333333324
3M Office Air Cleaner,129.9,45.465
Boston 1799 Powerhouse Electric Pencil Sharpener,129.9,36.372
Desktop 3-Pocket Hot File,129.84,29.755000000000003
Eldon Radial Chair Mat for Low to Medium Pile Carpets,129.2686666666667,22.65533333333333
"Global Stack Chair without Arms, Black",128.78657142857142,6.309428571428572
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",128.639,5.884549999999997
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,126.46666666666665,-16.26
Xerox 1951,125.98533333333334,40.790333333333336
Logitech Media Keyboard K200,125.964,12.5964
Xerox 1883,125.87028571428571,50.57422857142858
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",125.30760000000001,42.4596
Xerox 1937,124.904,49.961600000000004
"Boston School Pro Electric Pencil Sharpener, 1670",124.80514285714285,21.420457142857142
Xerox 1880,124.7488,57.129279999999994
"Eldon Base for stackable storage shelf, platinum",124.60799999999999,-7.509857142857143
Innergie mMini Combo Duo USB Travel Charging Kit,124.47233333333332,50.3888
Belkin OmniView SE Rackmount Kit,124.17999999999999,0.0
Jensen SMPS-640 - speaker phone,124.146,22.070400000000003
GBC VeloBinder Electric Binding Machine,124.0045,-102.833
GE DSL Phone Line Filter,123.96900000000001,17.495625
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",123.95999999999998,-13.911066666666667
Xerox 1882,123.15599999999999,54.636480000000006
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,122.959,8.247250000000001
Xerox 1988,122.5431111111111,44.921
Xerox 1890,122.35,61.175
"Companion Letter/Legal File, Black",122.3424,29.90592
Logitech Wireless Touch Keyboard K400,121.618,17.909499999999998
Panasonic Kx-TS550,120.888,13.5999
Xerox 1911,120.708,55.947199999999995
O'Sullivan 2-Shelf Heavy-Duty Bookcases,120.64033333333333,-22.184866666666665
Anker Astro 15000mAh USB Portable Charger,119.976,-4.79904
"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",119.833,-12.6882
Memorex Mini Travel Drive 16 GB USB 2.0 Flash Drive,119.77499999999999,46.712250000000004
"Contico 72""H Heavy-Duty Storage System",119.66159999999999,-11.4744
Fellowes Super Stor/Drawer,119.325,16.9275
Fellowes Bankers Box Stor/Drawer Steel Plus,118.859,-1.0660000000000003
Xerox 1916,118.85428571428572,48.94
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,118.25,34.2925
"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",118.215,-8.067375
Panasonic KP-380BK Classic Electric Pencil Sharpener,117.53466666666667,18.589666666666666
Xerox 1910,117.21759999999999,47.27136
Jackery Bar Premium Fast-charging Portable Charger,116.805,48.06975
Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,116.73466666666666,2.918366666666667
Euro-Pro Shark Turbo Vacuum,115.65866666666666,23.95786666666667
V7 USB Numeric Keypad,115.467,-14.6958
"Global Stack Chair with Arms, Black",114.78057142857143,17.859514285714287
PureGear Roll-On Screen Protector,114.34279999999998,43.658159999999995
Tops Green Bar Computer Printout Paper,114.19333333333333,57.096666666666664
"Green Canvas Binder for 8-1/2"" x 14"" Sheets",113.848,32.528000000000006
Logitech MX Performance Wireless Mouse,112.83171428571428,30.259414285714286
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,112.606,11.2606
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",112.31166666666667,12.013083333333332
Acco Smartsocket Color-Coded Six-Outlet AC Adapter Model Surge Protectors,112.2255,-1.760399999999999
"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",112.12836363636364,47.682309090909094
Maxell 4.7GB DVD-R,111.972,37.3842
"BlueLounge Milo Smartphone Stand, White/Metallic",111.96266666666666,25.591466666666665
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",111.94399999999999,42.83571428571429
iOttie XL Car Mount,111.94399999999999,-25.1874
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,111.90577777777779,38.062688888888886
Microsoft Natural Ergonomic Keyboard 4000,111.5628,21.532819999999997
Xerox 194,110.96000000000001,46.0484
Satellite Sectional Post Binders,110.89281818181817,29.913436363636364
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",109.8504,49.266239999999996
Xerox 1979,109.46266666666668,46.986333333333334
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",109.42500000000001,34.5783
"Global Deluxe Stacking Chair, Gray",109.24285714285715,10.997114285714286
Xerox 1909,107.86488888888888,44.55288888888889
Sauder Cornerstone Collection Library,107.39733333333334,-27.05586666666667
GBC Prestige Therm-A-Bind Covers,107.3903,36.47153
Plantronics Encore H101 Dual Earpieces Headset,106.59571428571428,23.374
14-7/8 x 11 Blue Bar Computer Printout Paper,105.688,43.236000000000004
Standard Line “While You Were Out” Hardbound Telephone Message Book,105.50399999999999,40.2234
Southworth 25% Cotton Premium Laser Paper and Envelopes,105.4944,47.31264
GBC VeloBinder Manual Binding System,105.27075,35.090250000000005
Motorla HX550 Universal Bluetooth Headset,104.8075,30.651249999999997
"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",104.325,-10.271999999999998
GBC Twin Loop Wire Binding Elements,104.1664,25.9584
Xerox 19,103.783,39.886750000000006
Nokia Lumia 521 (T-Mobile),103.1656,16.7944
DAX Natural Wood-Tone Poster Frame,102.7424,24.78528
Hewlett-Packard Deskjet F4180 All-in-One Color Ink-jet - Printer / copier / scanner,101.994,-71.3958
"Linden 12"" Wall Clock With Oak Frame",101.94,30.582
"DataProducts Ampli Magnifier Task Lamp, Black,",101.74560000000001,19.916159999999998
"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",101.696,3.57525
"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",101.616,44.676
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",101.4255,17.9629
Kingston Digital DataTraveler 64GB USB 2.0,101.34,8.1072
Motorola L804,101.178,-2.2228500000000007
Lock-Up Easel 'Spel-Binder',100.67014285714286,5.624485714285714
"Maxell 74 Minute CD-R Spindle, 50/Pack",100.65599999999999,36.23616
Sony 64GB Class 10 Micro SDHC R40 Memory Card,99.97222222222223,14.675922222222223
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,99.95,19.91004
Eldon Portable Mobile Manager,99.92266666666666,21.93271111111111
Xerox Blank Computer Paper,99.9,46.953
"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",99.72,12.9636
Xerox 1942,99.51133333333333,46.492999999999995
"Xerox Color Copier Paper, 11"" x 17"", Ream",98.97333333333334,43.472133333333325
Panasonic KP-310 Heavy-Duty Electric Pencil Sharpener,98.91,29.673000000000002
Maxell DVD-RAM Discs,98.88,42.5184
Safco Commercial Shelving,96.74080000000001,-1.4883199999999999
Fellowes Superior 10 Outlet Split Surge Protector,96.41866666666667,6.343333333333334
AT&T CL82213,96.2468,26.264940000000003
OtterBox Commuter Series Case - Samsung Galaxy S4,96.2115,-13.994399999999999
Xerox 1991,95.928,42.4824
Tuf-Vin Binders,95.6422857142857,33.4748
Xerox 1944,95.608,42.8944
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",95.53200000000001,23.1288
"Iris 3-Drawer Stacking Bin, Black",94.70133333333332,-14.483733333333333
"GBC Velobind Prepunched Cover Sets, Regency Series",94.56314285714286,-1.3207142857142844
"Executive Impressions 14""",94.47749999999999,41.5701
Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,93.96866666666666,35.74808
Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,93.88600000000001,2.041
Enermax Briskie RF Wireless Keyboard and Mouse Combo,93.8804,30.074959999999997
