Product Name,Sales,Profit,Profit Margin
O'Sullivan 3-Shelf Heavy-Duty Bookcases,697.68,167.4432,24.0
Enermax Acrylux Wireless Keyboard,697.2,257.964,37.0
"Bush Cubix Conference Tables, Fully Assembled",692.94,173.235,25.0
Ibico EB-19 Dual Function Manual Binding System,691.96,318.3016,46.0
AT&T 841000 Phone,690.0,172.5,25.0
O'Sullivan Cherrywood Estates Traditional Barrister Bookcase,687.4,48.118,7.000000000000001
Tops White Computer Printout Paper,684.74,321.8278,47.0
Eldon Radial Chair Mat for Low to Medium Pile Carpets,679.66,135.932,20.0
Polycom SoundPoint IP 450 VoIP phone,677.58,176.1708,26.0
Holmes Harmony HEPA Air Purifier for 17 x 20 Room,675.12,290.3016,43.0
Safco Industrial Wire Shelving,671.93,20.1579,3.0000000000000004
Global Super Steno Chair,671.86,114.2162,17.0
"Bush Cubix Collection Bookcases, Fully Assembled",662.9399999999999,152.4762,23.0
Eureka Sanitaire  Commercial Upright,662.84,172.3384,26.0
Samsung Galaxy Note 3,659.97,197.991,30.0
Cisco SPA508G,659.9,191.37099999999998,29.0
White Computer Printout Paper by Universal,658.92,322.87080000000003,49.00000000000001
"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",655.68,314.7264,48.00000000000001
Eldon Portable Mobile Manager,650.44,175.6188,27.0
"Advantus Employee of the Month Certificate Frame, 11 x 13-1/2",649.53,266.3073,41.0
Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection,647.84,168.4384,26.0
"Global Geo Office Task Chair, Gray",647.84,32.392,5.0
"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock",646.95,271.719,42.00000000000001
Harbour Creations 67200 Series Stacking Chairs,640.62,172.9674,27.0
SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,639.8399999999999,70.38239999999999,11.0
Avery 485,639.03,300.3441,47.0
Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge,638.73,166.0698,25.999999999999996
Xerox 1909,633.12,291.2352,46.0
"Strathmore #10 Envelopes, Ultimate White",632.52,309.9348,49.0
Belkin 7 Outlet SurgeMaster II,631.68,176.8704,28.0
HTC One Mini,629.95,176.386,27.999999999999996
Ativa MDM8000 8-Sheet Micro-Cut Shredder,629.93,296.0671,47.0
Samsung Galaxy S4,625.99,187.797,30.0
Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,622.4399999999999,186.732,30.0
Logitech Desktop MK120 Mouse and keyboard Combo,621.68,62.168000000000006,10.0
"Deflect-o EconoMat Nonstudded, No Bevel Mat",619.8,123.96,20.0
GE 2-Jack Phone Line Splitter,617.97,160.6722,26.0
Plantronics Voyager Pro Legend,617.97,173.0316,27.999999999999996
"Belkin 19"" Vented Equipment Shelf, Black",617.76,6.1776,1.0
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,615.72,166.2444,27.0
"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",614.85,301.2765,49.0
Sony 64GB Class 10 Micro SDHC R40 Memory Card,611.83,128.4843,21.0
"Tyvek  Top-Opening Peel & Seel  Envelopes, Gray",610.98,274.941,44.99999999999999
"Belkin 325VA UPS Surge Protector, 6'",604.9,151.225,25.0
Xerox 1914,604.5600000000001,296.23439999999994,49.0
Novimex Swivel Fabric Task Chair,603.92,66.4312,11.000000000000002
"Howard Miller 13"" Diameter Pewter Finish Round Wall Clock",601.16,234.4524,39.0
"Bush Andora Bookcase, Maple/Graphite Gray Finish",599.95,131.989,22.0
Logitech Wireless Performance Mouse MX for PC and Mac,599.94,227.9772,38.00000000000001
Kensington Orbit Wireless Mobile Trackball for PC and Mac,599.9,191.968,32.0
Panasonic KX T7736-B Digital phone,599.8,149.95,25.0
GBC Recycled Regency Composition Covers,597.8,274.988,46.0
Bose SoundLink Bluetooth Speaker,597.0,280.59,47.0
Maxell 4.7GB DVD-R,595.98,244.3518,41.0
Samsung Rugby III,593.91,160.3557,27.0
Xerox 1964,593.8399999999999,273.16639999999995,46.0
Hon 2111 Invitation Series Straight Table,591.32,112.3508,19.0
Polycom VoiceStation 500 Conference phone,589.9,147.475,25.0
Xerox 1943,586.92,275.8524,47.0
"Bush Westfield Collection Bookcases, Dark Cherry Finish",579.8,46.384,8.0
Xerox 1886,574.8,275.904,48.00000000000001
First Data TMFD35 PIN Pad,571.2,119.952,21.0
"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",570.96,97.0632,17.0
Apple iPhone 5S,569.99,170.997,30.000000000000004
Steel Personal Filing/Posting Tote,568.16,153.4032,27.0
"Hon Metal Bookcases, Black",567.8399999999999,141.95999999999998,25.0
Xerox 1880,567.04,266.5088,47.0
Harmony Air Purifier,567.0,204.12,36.00000000000001
"Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats",565.68,39.5976,7.000000000000001
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,563.03,56.303000000000004,10.0
Microsoft Wireless Mobile Mouse 4000,559.86,179.1552,32.0
Hunt Boston Vacuum Mount KS Pencil Sharpener,559.8399999999999,145.5584,26.0
Xerox 1913,554.8,266.304,48.0
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",553.38,99.6084,18.0
Green Bar Computer Printout Paper,549.6,269.304,49.00000000000001
Panasonic Business Telephones KX-T7736,546.06,163.818,30.000000000000004
"Global Wood Trimmed Manager's Task Chair, Khaki",545.88,70.9644,13.0
"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",543.6899999999999,195.7284,36.0
Memorex Mini Travel Drive 64 GB USB 2.0 Flash Drive,543.6,228.312,42.0
AT&T 17929 Lendline Telephone,542.88,141.1488,26.0
Microsoft Natural Keyboard Elite,538.92,80.838,15.0
Panasonic KX TS208W Corded phone,538.89,150.88920000000002,27.999999999999996
Tensor Computer Mounted Lamp,536.04,144.7308,27.0
Belkin Premiere Surge Master II 8-outlet surge protector,534.38,154.9702,29.0
Sanford 52201 APSCO Electric Pencil Sharpener,532.61,138.4786,26.0
GBC Twin Loop Wire Binding Elements,532.48,266.24,50.0
SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,530.4,68.952,13.0
Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,530.08,217.3328,41.0
"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",529.9,21.196,4.0
Xerox 1911,526.9,252.912,48.00000000000001
"Iceberg Nesting Folding Chair, 19w x 6d x 43h",523.98,136.2348,26.0
Satellite Sectional Post Binders,520.92,239.6232,46.0
Plantronics Voyager Pro HD - Bluetooth Headset,519.92,249.5616,48.00000000000001
Newell 334,515.84,134.1184,26.0
Bionaire Personal Warm Mist Humidifier/Vaporizer,515.79,201.1581,39.0
Plantronics MX500i Earset,515.4,15.462,3.0000000000000004
SAFCO Folding Chair Trolley,512.96,143.6288,28.000000000000004
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit",512.64,148.66559999999998,28.999999999999996
Microsoft Natural Ergonomic Keyboard 4000,509.83,107.0643,21.000000000000004
Logitech Trackman Marble Mouse,509.83,214.1286,42.0
Tripp Lite TLP810NET Broadband Surge for Modem/Fax,509.70000000000005,142.716,27.999999999999996
Xblue XB-1670-86 X16 Small Office Telephone - Titanium,503.96,125.99,25.0
Premium Transparent Presentation Covers by GBC,503.52,241.6896,48.0
"Maxell 74 Minute CD-R Spindle, 50/Pack",503.28,181.1808,36.00000000000001
"Xerox Color Copier Paper, 11"" x 17"", Ream",502.48,231.14079999999998,46.0
Xerox 1991,502.48,231.14079999999998,46.0
Xerox 1883,501.22,230.5612,46.0
"Safco Chair Connectors, 6/Carton",500.24,145.0696,29.000000000000004
Bestar Classic Bookcase,499.95000000000005,94.9905,19.0
Plantronics Encore H101 Dual Earpieces Headset,494.45,138.446,28.0
Grandstream GXP1160 VoIP phone,492.83000000000004,142.92069999999998,29.0
"Companion Letter/Legal File, Black",490.88,137.44639999999998,28.0
Carina Media Storage Towers in Natural & Black,487.84,9.7568,2.0
"Global Value Mid-Back Manager's Chair, Gray",487.12,121.78,25.0
"Howard Miller 13-1/2"" Diameter Rosebrook Wall Clock",481.39,192.55599999999998,40.0
Lexmark 20R1285 X6650 Wireless All-in-One Printer,480.0,225.6,47.0
DYMO CardScan Personal V9 Business Card Scanner,479.97,239.985,50.0
Mophie Juice Pack Helium for iPhone,479.94,134.3832,27.999999999999996
Global Deluxe Office Fabric Chairs,479.9,129.57299999999998,26.999999999999996
Cherry 142-key Programmable Keyboard,479.72,52.7692,10.999999999999998
Logitech G105 Gaming Keyboard,474.96000000000004,85.4928,18.0
Xerox 1935,474.84,218.4264,46.0
Tuf-Vin Binders,473.70000000000005,222.639,47.0
"Belkin 19"" Center-Weighted Shelf, Gray",471.84,23.592,5.0
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,470.67999999999995,122.3768,26.0
Sony Micro Vault Click 8 GB USB 2.0 Flash Drive,469.9,65.786,14.0
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",469.15,79.7555,17.0
"Eldon Base for stackable storage shelf, platinum",467.28,23.364,5.0
Howard Miller Distant Time Traveler Alarm Clock,466.14,191.11739999999998,41.0
Plantronics 81402,461.93,120.1018,26.0
Fellowes 8 Outlet Superior Workstation Surge Protector,458.81,133.0549,29.0
Recycled Steel Personal File for Hanging File Folders,457.84,114.46,25.0
Panasonic KX - TS880B Telephone,453.41999999999996,122.4234,27.0
Panasonic KP-150 Electric Pencil Sharpener,452.88,117.7488,26.0
Rogers Profile Extra Capacity Storage Tub,451.97999999999996,18.0792,4.0
Wilson Jones Heavy-Duty Casebound Ring Binders with Metal Hinges,450.32,216.15359999999998,48.0
Hon 4060 Series Tables,447.84,98.5248,22.0
"Howard Miller 16"" Diameter Gallery Wall Clock",447.58,174.5562,39.0
GBC Prestige Therm-A-Bind Covers,446.03000000000003,209.6341,47.0
Xerox 1942,440.46,220.23,50.0
Xerox 1940,439.68,215.4432,49.0
Logitech ClearChat Comfort/USB Headset H390,439.35,144.98549999999997,32.99999999999999
"#10 White Business Envelopes,4 1/8 x 9 1/2",438.76,206.2172,47.0
AT&T CL82213,434.85,126.1065,29.0
Xerox 1960,433.71999999999997,195.174,45.0
Xerox 1988,433.71999999999997,195.174,45.0
GBC VeloBinder Manual Binding System,431.88,207.30240000000003,48.00000000000001
"Decoflex Hanging Personal Folder File, Blue",431.76,116.5752,27.0
"Tenex Personal Project File with Scoop Front Design, Black",431.36,112.15360000000001,26.0
Avery 477,427.41999999999996,196.61319999999998,46.0
"Howard Miller 13"" Diameter Goldtone Round Wall Clock",422.46,173.2086,41.0
"Acme 10"" Easy Grip Assistive Scissors",420.72,126.21600000000001,30.0
"Perixx PERIBOARD-512B, Ergonomic Split Keyboard",419.88,29.391599999999997,7.0
Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,419.86,41.986000000000004,10.0
Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,419.79,96.55170000000001,23.0
"Global Stack Chair with Arms, Black",419.72,113.3244,26.999999999999996
Airmail Envelopes,419.65,197.2355,47.0
Xerox 1939,417.34,200.32319999999999,48.00000000000001
Safco Steel Mobile File Cart,416.8,104.2,25.0
LG Electronics Tone+ HBS-730 Bluetooth Headset,416.57,116.6396,28.0
Kensington 6 Outlet Guardian Standard Surge Protector,409.6,110.592,27.0
Memorex Froggy Flash Drive 8 GB,408.25,159.2175,38.99999999999999
Cisco IP Phone 7961G VoIP phone - Dark gray,407.84999999999997,118.2765,29.000000000000004
Xerox 1881,405.24,190.46280000000002,47.0
Cisco 8x8 Inc. 6753i IP Business Phone System,404.97,109.3419,26.999999999999996
Logitech Mobile Speakerphone P710e - speaker phone,404.94,109.3338,27.0
Catalog Binders with Expanding Posts,403.68,181.656,45.0
Euro-Pro Shark Turbo Vacuum,402.74,104.7124,26.0
"Boston School Pro Electric Pencil Sharpener, 1670",402.74,108.7398,27.0
Micro Innovations USB RF Wireless Keyboard with Mouse,400.0,84.0,21.0
Anker Astro 15000mAh USB Portable Charger,399.92,15.9968,4.0
9-3/4 Diameter Round Wall Clock,399.90999999999997,167.9622,42.0
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13",399.8,179.91,45.0
Southworth 25% Cotton Premium Laser Paper and Envelopes,399.59999999999997,191.808,48.0
Alphabetical Labels for Top Tab Filing,399.59999999999997,199.79999999999998,50.0
"Seth Thomas 14"" Day/Date Wall Clock",398.72,147.5264,37.0
Lexmark X 9575 Professional All-in-One Color Printer,396.0,190.08,48.00000000000001
Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,395.64000000000004,110.7792,27.999999999999993
Space Solutions Industrial Galvanized Steel Shelving.,394.0,7.880000000000001,2.0
Xerox 1882,391.86,192.01139999999998,49.0
Motorola HK250 Universal Bluetooth Headset,390.83000000000004,7.816599999999999,2.0
"Seth Thomas 12"" Clock w/ Goldtone Case",390.66,132.8244,34.0
Boston 1799 Powerhouse Electric Pencil Sharpener,389.70000000000005,109.116,27.999999999999996
O'Sullivan 2-Shelf Heavy-Duty Bookcases,388.64,62.1824,16.0
Fellowes Super Stor/Drawer,388.5,69.93,18.0
Xerox 1944,387.6,189.924,49.0
Xerox 1889,384.72,188.51279999999997,49.0
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx",383.18,118.7858,31.0
"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",381.36,19.068,5.0
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",379.34000000000003,163.1162,43.0
AT&T EL51110 DECT,377.97,109.6113,28.999999999999996
"Executive Impressions 14""",377.90999999999997,166.2804,44.0
"iKross Bluetooth Portable Keyboard + Cell Phone Stand Holder + Brush for Apple iPhone 5S 5C 5, 4S 4",377.09999999999997,105.588,27.999999999999996
"Personal Filing Tote with Lid, Black/Gray",372.24,104.2272,28.0
Safco Commercial Shelving,372.08,14.8832,4.0
Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,370.14,144.3546,39.0
"Contico 72""H Heavy-Duty Storage System",368.82,0.0,0.0
Boston KS Multi-Size Manual Pencil Sharpener,367.84,102.9952,28.0
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,366.89,102.7292,28.0
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black",365.95,102.466,28.0
"Sortfiler Multipurpose Personal File Organizer, Black",363.63,105.4527,29.0
Fellowes Basic Home/Office Series Surge Protectors,363.44,105.3976,29.0
"Global Leather Task Chair, Black",359.96000000000004,68.3924,19.0
Panasonic KP-380BK Classic Electric Pencil Sharpener,359.8,89.95,25.0
"Bevis Round Conference Table Top, X-Base",358.58,39.4438,11.000000000000002
DAX Wood Document Frame,356.98,128.5128,36.0
"Tenex V2T-RE Standard Weight Series Chair Mat, 45"" x 53"", Lip 25"" x 12""",354.9,56.784,16.0
Enermax Briskie RF Wireless Keyboard and Mouse Combo,353.09000000000003,127.1124,36.0
"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",349.2,171.108,49.0
Kingston Digital DataTraveler 16GB USB 2.0,349.05,66.31949999999999,19.0
Globe Weis Peel & Seel First Class Envelopes,345.06,155.277,45.0
"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",345.04,117.3136,34.0
WD My Passport Ultra 1TB Portable External Hard Drive,345.0,58.65,17.0
Fellowes Advanced Computer Series Surge Protectors,344.37,96.42360000000001,28.000000000000007
Tops Green Bar Computer Printout Paper,342.58,171.29,50.0
Boston 19500 Mighty Mite Electric Pencil Sharpener,342.55,92.4885,27.0
"Sauder Facets Collection Library, Sky Alder Finish",341.96,54.7136,16.0
PureGear Roll-On Screen Protector,339.83000000000004,163.11839999999998,48.0
Luxo Economy Swing Arm Lamp,338.98,94.9144,27.999999999999993
Imation Clip USB flash drive - 8 GB,338.4,20.304,6.0
ShoreTel ShorePhone IP 230 VoIP phone,337.98,101.394,30.0
"Boston Model 1800 Electric Pencil Sharpener, Gray",337.8,101.34,30.0
Newell 319,337.28000000000003,101.184,30.0
Surelock Post Binders,336.16,168.08,50.0
RCA Visys Integrated PBX 8-Line Router,334.95,83.7375,25.0
Office Star - Contemporary Task Swivel Chair,332.94,79.9056,24.000000000000004
Eldon Econocleat Chair Mats for Low Pile Carpets,331.76,39.8112,12.0
Pizazz Global Quick File,329.34000000000003,92.21520000000001,28.0
Multimedia Mailers,325.86,149.8956,46.0
Logitech Wireless Touch Keyboard K400,324.87,55.2279,17.0
"Computer Room Manger, 14""",324.8,116.928,36.0
Fellowes Neat Ideas Storage Cubes,324.79999999999995,12.991999999999999,4.0
KeyTronic E03601U1 - Keyboard - Beige,324.0,58.32,18.000000000000004
"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",323.64,93.8556,29.0
Panasonic Kx-TS550,321.93,93.3597,28.999999999999996
Personal Creations Ink Jet Cards and Labels,321.44,157.5056,49.0
Konica Minolta magicolor 1690MF Multifunction Printer,319.92,118.3704,37.0
12-1/2 Diameter Round Wall Clock,319.68,115.08479999999999,36.0
Newell 345,317.44,82.5344,26.0
Newell 34,317.44,82.5344,26.0
GBC ProClick 150 Presentation Binding System,315.98,148.5106,47.0
Innergie mMini Combo Duo USB Travel Charging Kit,314.93,151.1664,48.0
"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",312.84,87.59519999999999,27.999999999999996
I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,310.96000000000004,87.06880000000001,28.0
"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",309.8,139.41,45.0
Fiskars Softgrip Scissors,307.44,86.0832,28.0
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear",303.44,54.6192,18.0
"Bush Westfield Collection Bookcases, Fully Assembled",302.94,69.6762,23.0
Global Low Back Tilter Chair,302.94,18.1764,6.000000000000001
Bush Mission Pointe Library,301.96,60.392,20.0
"Acco Six-Outlet Power Strip, 4' Cord Length",301.7,78.44200000000001,26.0
Flat Face Poster Frame,301.44,126.60480000000001,42.0
Polycom CX300 Desktop Phone USB VoIP phone,299.98,83.9944,27.999999999999996
Belkin 8 Outlet SurgeMaster II Gold Surge Protector,299.9,83.97200000000001,28.000000000000004
Belkin F8E887 USB Wired Ergonomic Keyboard,299.9,62.979,21.0
Belkin F5C206VTEL 6 Outlet Surge,298.74,89.622,30.0
Coloredge Poster Frame,298.2,116.298,39.0
Xerox 226,298.08,143.0784,48.0
Xerox 1929,296.92,136.5832,46.0
Maxell DVD-RAM Discs,296.64,127.5552,43.0
Safco Industrial Shelving,295.4,8.862,3.0
Xerox 1933,294.72,138.5184,47.0
36X48 HARDFLOOR CHAIRMAT,293.72,20.5604,6.999999999999999
BPI Conference Tables,292.1,58.42,20.0
Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,291.96,102.186,35.0
"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",291.9,84.651,29.0
Advantus Rolling Storage Box,291.55,78.7185,27.0
DAX Natural Wood-Tone Poster Frame,291.28,104.8608,36.0
"Bush Westfield Collection Bookcases, Medium Cherry Finish",289.9,63.778000000000006,22.0
Kingston Digital DataTraveler 32GB USB 2.0,288.15,17.288999999999998,6.0
Model L Table or Wall-Mount Pencil Sharpener,287.84000000000003,80.59519999999999,27.999999999999996
Memorex Micro Travel Drive 16 GB,287.82,89.2242,31.0
Eldon Gobal File Keepers,287.65999999999997,11.5064,4.0
"Riverside Furniture Oval Coffee Table, Oval End Table, End Table with Drawer",286.85,63.107,21.999999999999996
"BOSTON Ranger #55 Pencil Sharpener, Black",285.89,82.9081,28.999999999999993
Rogers Deluxe File Chest,285.74,2.8574,1.0
SanDisk Cruzer 32 GB USB Flash Drive,285.29999999999995,91.29599999999999,32.0
"Rogers Jumbo File, Granite",285.18,2.8518,1.0
Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,285.0,31.35,11.0
Xerox 1887,284.54999999999995,136.584,48.00000000000001
"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",283.92,79.4976,28.000000000000004
"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",283.75,79.45,28.0
KI Conference Tables,283.56,45.3696,16.0
Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,282.03,98.7105,35.0
Mobile Personal File Cube,281.04,75.8808,27.0
"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",280.32,134.55360000000002,48.0
"Performers Binder/Pad Holder, Black",280.3,140.15,50.0
Ibico Standard Transparent Covers,280.16,137.2784,49.0
Memorex Mini Travel Drive 32 GB USB 2.0 Flash Drive,280.0,109.19999999999999,39.0
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",279.96,120.3828,43.0
Logitech Media Keyboard K200,279.92,53.184799999999996,19.0
24-Hour Round Wall Clock,279.72,120.2796,43.0
Logitech MX Performance Wireless Mouse,279.23,103.3151,37.0
Xerox 1979,278.82,125.469,45.0
Xerox 197,278.82,125.469,45.0
Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors,277.92,83.376,30.0
Prismacolor Color Pencil Set,277.76,113.88159999999999,41.0
Eldon Cleatmat Chair Mats for Medium Pile Carpets,277.5,36.075,13.0
Acco Perma 4000 Stacking Storage Drawers,276.08,41.412,15.0
Jensen SMPS-640 - speaker phone,275.88,71.7288,26.0
Holmes Odor Grabber,273.98,90.41340000000001,33.0
Jawbone MINI JAMBOX Wireless Bluetooth Speaker,273.96,10.9584,4.0
"Plantronics CS 50-USB - headset - Convertible, Monaural",271.98,73.4346,27.0
Fellowes Command Center 5-outlet power strip,271.36,73.2672,27.0
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,271.0,56.91,21.0
"DataProducts Ampli Magnifier Task Lamp, Black,",270.6,75.768,27.999999999999996
Nokia Lumia 521 (T-Mobile),269.90999999999997,75.5748,28.000000000000004
"Recycled Desk Saver Line ""While You Were Out"" Book, 5 1/2"" X 4""",268.5,123.51,46.0
Avery 475,266.4,133.2,50.0
Acme Box Cutter Scissors,265.98,69.1548,26.0
"Seth Thomas 14"" Putty-Colored Wall Clock",264.06,81.8586,31.0
AT&T SB67148 SynJ,263.96,71.2692,27.0
Binding Machine Supplies,262.53,126.0144,48.0
Bevis Boat-Shaped Conference Table,262.11,62.9064,24.0
Acco 6 Outlet Guardian Premium Surge Suppressor,262.08,70.7616,27.0
Sterilite Officeware Hinged File Box,262.0,70.74,27.0
Bush Somerset Collection Bookcase,261.96,41.9136,16.000000000000004
"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",261.96,23.5764,9.000000000000002
Boston Home & Office Model 2000 Electric Pencil Sharpeners,260.15,67.639,26.0
Micropad Numeric Keypads,259.87,64.9675,25.0
Tenex Chairmats For Use with Hard Floors,259.84,20.7872,8.0
3M Office Air Cleaner,259.8,90.93,35.0
"White Envelopes, White Envelopes with Clear Poly Window",259.25,119.255,46.0
"Executive Impressions 10"" Spectator Wall Clock",258.72,87.9648,34.0
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",255.85,112.574,44.0
"Dana Fluorescent Magnifying Lamp, White, 36""",254.9,76.47,30.0
Newell 324,254.1,71.148,28.0
Hypercom P1300 Pinpad,252.0,93.24,37.0
Magnifier Swing Arm Lamp,251.76000000000002,65.4576,25.999999999999993
Sony 32GB Class 10 Micro SDHC R40 Memory Card,251.4,52.794,21.0
Sony Micro Vault Click 4 GB USB 2.0 Flash Drive,250.92000000000002,35.1288,14.0
Avery 473,248.4,119.232,48.0
Belkin OmniView SE Rackmount Kit,248.35999999999999,0.0,0.0
Belkin QODE FastFit Bluetooth Keyboard,247.8,34.692,13.999999999999998
O'Sullivan 5-Shelf Heavy-Duty Bookcases,245.82,61.455,25.0
Xerox 1916,244.7,122.35,50.0
Xerox 1890,244.7,122.35,50.0
"Tyvek  Top-Opening Peel & Seel Envelopes, Plain White",244.62,114.97139999999999,47.0
Eldon Shelf Savers Cubes and Bins,244.3,4.886,2.0
Office Star - Ergonomically Designed Knee Chair,242.94,29.1528,12.0
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",242.88,87.4368,36.00000000000001
"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",241.96,33.8744,14.000000000000002
O'Sullivan 4-Shelf Bookcase in Odessa Pine,241.96,41.1332,17.0
Xerox 1910,240.2,115.29599999999999,48.0
RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting,239.97,2.3997,1.0
"BlueLounge Milo Smartphone Stand, White/Metallic",239.92,67.1776,28.000000000000004
Cisco SPA 502G IP Phone,239.9,71.97,30.0
Maxell 4.7GB DVD+RW 3/Pack,238.95,83.6325,35.0
X-Rack File for Hanging Folders,237.09,61.6434,26.0
Eldon Simplefile Box Office,236.35999999999999,66.1808,28.000000000000007
Ibico Recycled Linen-Style Covers,234.36,112.4928,48.0
Panasonic KP-4ABK Battery-Operated Pencil Sharpener,234.24,67.92960000000001,29.0
Advantus Panel Wall Certificate Holder - 8.5x11,231.8,97.356,42.0
"Seth Thomas 13 1/2"" Wall Clock",231.14000000000001,71.6534,30.999999999999996
Fellowes Superior 10 Outlet Split Surge Protector,228.36,66.2244,28.999999999999996
Hon Comfortask Task/Swivel Chairs,227.96,36.4736,15.999999999999998
Poly Designer Cover & Back,227.88,109.3824,48.00000000000001
"Avery Address/Shipping Labels for Typewriters, 4"" x 2""",227.70000000000002,109.296,48.00000000000001
Nu-Dell Executive Frame,227.52,84.1824,37.0
"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",227.04,104.4384,46.0
"Southworth 100% Résumé Paper, 24lb.",225.62,101.529,44.99999999999999
"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",225.15,103.56899999999999,46.0
"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",223.44,111.72,50.0
"Executive Impressions 14"" Contract Wall Clock",222.3,73.359,32.99999999999999
Samsung Convoy 3,221.98,62.1544,28.000000000000004
Xerox 194,221.92,106.5216,48.0
Acco 6 Outlet Guardian Premium Plus Surge Suppressor,219.84,63.7536,29.0
HP Standard 104 key PS/2 Keyboard,217.5,54.375,25.0
Xerox 1925,216.86,97.587,45.0
Xerox 19,216.86,97.587,45.0
Desktop 3-Pocket Hot File,216.4,56.264,26.0
Logitech Wireless Headset H600 Over-The-Head Design,214.95,88.1295,41.0
Belkin F9M820V08 8 Outlet Surge,214.9,62.321,28.999999999999996
"Premier Elliptical Ring Binder, Black",213.08,102.2784,48.0
Novimex Turbo Task Chair,212.94,25.5528,12.000000000000002
"Logitech Wireless Boombox Speaker - portable - wireless, wired",212.8,95.76,45.0
Balt Solid Wood Rectangular Table,210.98,21.098,10.0
OtterBox Defender Series Case - Samsung Galaxy S4,209.92999999999998,62.979,30.0
Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,209.75,52.4375,25.0
Ibico Laser Imprintable Binding System Covers,209.6,96.416,46.0
Westinghouse Clip-On Gooseneck Lamps,209.25,54.405,26.000000000000004
Computer Printout Paper with Letter-Trim Perforations,208.67,100.1616,48.00000000000001
Peel-Off China Markers,208.53,87.58260000000001,42.0
"Global Stack Chair without Arms, Black",207.84,51.96,25.0
Avery 505,207.2,103.6,50.0
Hand-Finished Solid Wood Document Frame,205.38,61.614000000000004,30.000000000000004
